"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","pid","Impulsivity[Imp1]","Impulsivity[Imp2]","Impulsivity[Imp3]","Impulsivity[Imp4]","Impulsivity[Imp5]","Impulsivity[Imp6]","Impulsivity[Imp7]","Impulsivity[Imp8]","Impulsivity[Imp9]","Impulsivity[Imp10]","Impulsivity[Imp11]","Impulsivity[Imp12]","Impulsivity[Imp13]","Impulsivity[Imp14]","Impulsivity[Imp15]","Anxiety[Anx1]","Anxiety[Anx2]","Anxiety[Anx3]","Anxiety[Anx4]","Anxiety[Anx5]","SelfControl[SC1]","SelfControl[SC2]","SelfControl[SC3]","SelfControl[SC4]","SelfControl[SC5]","SelfControl[SC6]","SelfControl[SCATC]","SelfControl[SC7]","SelfControl[SC8]","SelfControl[SC9]","SelfControl[SC10]","SelfControl[SC11]","SelfControl[SC12]","SelfControl[SC13]","FOMO[Fomo1]","FOMO[Fomo2]","FOMO[Fomo3]","FOMO[Fomo4]","FOMO[Fomo5]","thx","ifyes","OtherIntervention","anleitungandroid","whyNotIntereseted","whyNotInstalled","ifno"
"542","2025-03-14 00:19:13","3","en","834765982","2025-03-14 00:15:24","2025-03-14 00:19:13","5ec00f62cf12be40ea6fe344","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (often)","3 (almost always)","3 (almost always)","3 (almost always)","2 (often)","2","4","3","2","3","2","5 (very much)","4","2","1 (not at all)","4","2","2","3","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"543","2025-03-14 00:19:17","3","en","2012824850","2025-03-14 00:17:00","2025-03-14 00:19:17","67375cd422dc97a06e2804ab","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","4 (almost always)","3 (often)","2 (occasionally)","2 (occasionally)","3 (almost always)","3 (almost always)","3 (almost always)","2 (often)","3 (almost always)","5 (very much)","2","4","3","4","5 (very much)","5 (very much)","4","5 (very much)","4","4","3","4","5 (very much)","5 (totally agree)","4","3","5 (totally agree)","4","Yes","Yes","No","Yes",,,""
"544","2025-03-14 00:33:18","3","en","808527168","2025-03-14 00:17:17","2025-03-14 00:33:18","67a3c5e78c483a6d93114bb5","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","1 (sometimes)","0 (almost never)","0 (almost never)","3","1 (not at all)","1 (not at all)","2","1 (not at all)","4","4","1 (not at all)","4","1 (not at all)","2","4","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"545","2025-03-14 00:20:15","3","en","69174347","2025-03-14 00:17:33","2025-03-14 00:20:15","5cb128db0d14d3001838eef5","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","0 (almost never)","1 (sometimes)","0 (almost never)","1 (sometimes)","0 (almost never)","4","2","2","1 (not at all)","2","2","5 (very much)","3","2","3","2","3","2","2","2","2","2","2","2","Yes","No","N/A","N/A","I don't want to download app on my phone",,""
"546","2025-03-14 00:27:31","3","en","1991325265","2025-03-14 00:18:00","2025-03-14 00:27:31","6651e1661b8d1a6b23f4e4d1","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (sometimes)","2 (often)","2 (often)","2 (often)","2 (often)","3","3","2","2","3","3","5 (very much)","4","3","3","2","4","3","4","3","3","4","2","4","Yes","Yes","No","Yes",,,""
"547","2025-03-14 00:25:35","3","en","1135936894","2025-03-14 00:18:17","2025-03-14 00:25:35","6400d8e645e80091a53f9b21","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","3","3","1 (not at all)","2","3","4","5 (very much)","2","4","2","3","4","2","2","4","4","4","3","4","Yes","Yes","No","Yes",,,""
"548","2025-03-14 00:49:00","3","en","1986396286","2025-03-14 00:19:44","2025-03-14 00:49:00","6723b24542d9de1e1f65b9e4","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","3 (often)","4 (almost always)","4 (almost always)","1 (rarely/never)","4 (almost always)","4 (almost always)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (almost always)","2 (often)","2 (often)","1 (sometimes)","1 (sometimes)","3","4","4","3","3","3","5 (very much)","5 (very much)","2","5 (very much)","4","2","2","2","5 (totally agree)","5 (totally agree)","2","1 (totally disagree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"549","2025-03-14 00:32:56","3","en","1009475585","2025-03-14 00:20:41","2025-03-14 00:32:56","6709a18c842035499e0f1353","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","1 (rarely/never)","0 (almost never)","1 (sometimes)","1 (sometimes)","2 (often)","0 (almost never)","3","3","2","4","4","3","5 (very much)","4","2","2","2","5 (very much)","3","2","4","4","1 (totally disagree)","1 (totally disagree)","3","Yes","Yes","No","Yes",,,""
"550","2025-03-14 00:27:33","3","en","169342489","2025-03-14 00:22:53","2025-03-14 00:27:33","67ab55086b504be0634d69f0","4 (almost always)","3 (often)","2 (occasionally)","3 (often)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","2 (often)","2 (often)","1 (sometimes)","1 (sometimes)","1 (sometimes)","4","3","3","4","3","3","5 (very much)","3","4","2","2","3","3","4","3","4","3","1 (totally disagree)","3","No","N/A","N/A","N/A","To long, too much to do for this little money",,""
"551","2025-03-14 00:27:57","3","en","1156255461","2025-03-14 00:23:21","2025-03-14 00:27:57","668d16ae27f1ad4461650742","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","1 (rarely/never)","3 (often)","2 (occasionally)","2 (occasionally)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","2 (often)","3","4","3","2","3","4","5 (very much)","4","2","3","3","2","3","2","1 (totally disagree)","2","4","1 (totally disagree)","4","No","N/A","N/A","N/A","Seems intrusive.",,""
"554","2025-03-14 00:53:48","3","en","724437042","2025-03-14 00:45:51","2025-03-14 00:53:48","67c0e8624b29060f4cfe08cc","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","4","2","2","1 (not at all)","2","5 (very much)","5 (very much)","3","3","2","2","4","2","2","2","4","3","2","3","Yes","Yes","No","Yes",,,""
"555","2025-03-14 01:27:36","3","en","1019702188","2025-03-14 01:16:37","2025-03-14 01:27:36","678a0950a1c56f667456fc2f","3 (often)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","2 (occasionally)","0 (almost never)","1 (sometimes)","2 (often)","1 (sometimes)","2 (often)","5 (very much)","1 (not at all)","1 (not at all)","2","2","1 (not at all)","5 (very much)","4","2","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","2","3","1 (totally disagree)","3","5 (totally agree)","Yes","Yes","No","Yes",,,""
"557","2025-03-18 20:31:39","3","en","1461715081","2025-03-18 20:25:16","2025-03-18 20:31:39","5bcda2ee6fd72000014996e4","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","2 (often)","1 (sometimes)","1 (sometimes)","3","4","4","3","4","3","5 (very much)","3","1 (not at all)","4","3","4","2","3","2","2","2","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"558","2025-03-18 20:32:51","3","en","461968906","2025-03-18 20:26:13","2025-03-18 20:32:51","6750bac54816fc7028a10a46","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","3 (often)","1 (rarely/never)","2 (occasionally)","1 (sometimes)","2 (often)","2 (often)","2 (often)","2 (often)","3","4","3","1 (not at all)","2","3","5 (very much)","2","3","2","2","4","3","2","3","3","3","1 (totally disagree)","4","Yes","Yes","No","Yes",,,""
"561","2025-03-18 20:37:48","3","en","2103482743","2025-03-18 20:27:27","2025-03-18 20:37:48","67ac2151e5b37e0b91a5af0e","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","2 (often)","1 (sometimes)","2 (often)","1 (sometimes)","1 (sometimes)","4","3","1 (not at all)","2","2","3","5 (very much)","1 (not at all)","4","2","1 (not at all)","4","3","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","2","No","N/A","N/A","N/A","I don't want an app running in my background. ",,""
"565","2025-03-18 20:39:26","3","en","276617876","2025-03-18 20:27:49","2025-03-18 20:39:26","67a8ea5b60e547967f54367b","3 (often)","3 (often)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","3 (often)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","1 (sometimes)","1 (not at all)","5 (very much)","2","4","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","2","4","2","2","5 (very much)","5 (very much)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"567","2025-03-18 20:30:37","3","en","1828284307","2025-03-18 20:27:55","2025-03-18 20:30:37","568aab53316b10000d50d76b","3 (often)","3 (often)","3 (often)","3 (often)","4 (almost always)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (often)","2 (often)","1 (sometimes)","2 (often)","2 (often)","2","3","1 (not at all)","1 (not at all)","3","2","5 (very much)","3","2","2","3","4","4","4","3","4","5 (totally agree)","4","3","Yes","Yes","No","Yes",,,""
"568","2025-03-18 20:41:09","3","en","382904455","2025-03-18 20:27:58","2025-03-18 20:41:09","678ce1ebd56c85701ebce209","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","4 (almost always)","3 (often)","2 (occasionally)","4 (almost always)","4 (almost always)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","4","3","2","4","2","3","5 (very much)","2","4","1 (not at all)","2","4","2","1 (not at all)","2","2","2","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"569","2025-03-18 20:47:19","3","en","1481998086","2025-03-18 20:28:01","2025-03-18 20:47:19","654e37fa26d78df94fd43c1a","3 (often)","3 (often)","4 (almost always)","4 (almost always)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","4 (almost always)","3 (often)","2 (occasionally)","3 (often)","3 (often)","3 (almost always)","1 (sometimes)","2 (often)","3 (almost always)","2 (often)","3","4","5 (very much)","4","4","3","5 (very much)","4","2","4","4","2","4","4","4","5 (totally agree)","4","3","4","Yes","Yes","No","Yes",,,""
"570","2025-03-18 20:34:07","3","en","782135506","2025-03-18 20:28:06","2025-03-18 20:34:07","6524782f07a69e5bc3175d46","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","3 (often)","2 (often)","2 (often)","3 (almost always)","3 (almost always)","3 (almost always)","3","3","4","4","4","2","5 (very much)","4","2","3","3","3","4","4","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","No","N/A","N/A","N/A","it seems too risky. i don't know if this could potentially get all my information or not. ",,""
"571","2025-03-18 20:31:47","3","en","1117602675","2025-03-18 20:28:15","2025-03-18 20:31:47","6757f06758093b119bd33652","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","1 (sometimes)","0 (almost never)","0 (almost never)","4","2","1 (not at all)","1 (not at all)","2","1 (not at all)","5 (very much)","5 (very much)","4","2","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","3","2","2","1 (totally disagree)","1 (totally disagree)","Yes","No","N/A","N/A","apk downloading",,""
"572","2025-03-18 20:35:42","3","en","1685003441","2025-03-18 20:28:20","2025-03-18 20:35:42","66bd41adcad01bc947d3fcba","3 (often)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","2 (occasionally)","3 (almost always)","0 (almost never)","2 (often)","1 (sometimes)","3 (almost always)","5 (very much)","3","1 (not at all)","4","5 (very much)","4","5 (very much)","4","5 (very much)","4","2","5 (very much)","3","4","2","5 (totally agree)","5 (totally agree)","5 (totally agree)","4","Yes","Yes","No","Yes",,,""
"573","2025-03-18 20:35:46","3","en","1694526700","2025-03-18 20:28:23","2025-03-18 20:35:46","670c06bb7926d2525a7a7755","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","3","2","2","2","3","2","5 (very much)","3","3","1 (not at all)","2","5 (very much)","2","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","No",,"Restrictions from phone prevented accessibility settings from being active. ",""
"574","2025-03-18 20:38:01","3","en","1736446138","2025-03-18 20:28:26","2025-03-18 20:38:01","6034cf3c1dac215c6fe31624","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","2 (occasionally)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","3","3","1 (not at all)","1 (not at all)","2","3","5 (very much)","2","2","2","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","1 (totally disagree)","2","4","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"578","2025-03-18 20:33:49","3","en","1683795426","2025-03-18 20:29:55","2025-03-18 20:33:49","5b21f6f6648d5b0001b7c648","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (not at all)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","4","5 (very much)","2","2","2","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"579","2025-03-18 20:34:42","3","en","993461603","2025-03-18 20:30:00","2025-03-18 20:34:42","677a65107fe9865f12a62499","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2","4","2","3","3","2","5 (very much)","5 (very much)","2","3","2","3","3","2","2","2","1 (totally disagree)","1 (totally disagree)","3","No","N/A","N/A","N/A","Because it's too much",,""
"580","2025-03-18 20:43:03","3","en","230536150","2025-03-18 20:30:03","2025-03-18 20:43:03","5c79c84a54c5d600175fd005","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","4 (almost always)","2 (occasionally)","1 (rarely/never)","1 (sometimes)","0 (almost never)","1 (sometimes)","2 (often)","1 (sometimes)","3","3","3","1 (not at all)","2","3","5 (very much)","4","2","4","2","4","2","2","3","3","3","3","4","Yes","Yes","No","No",,"I set the permissions but after that couldnt get it to finish",""
"582","2025-03-18 20:58:02","3","en","346108642","2025-03-18 20:31:04","2025-03-18 20:58:02","67c60b46b619cad09b65ab51","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","5 (very much)","3","1 (not at all)","1 (not at all)","2","4","5 (very much)","5 (very much)","2","3","2","5 (very much)","2","2","4","4","3","3","3","Yes","Yes","No","No",,"Technical issues",""
